status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status
Closed,Major,2011-03-12T00:32:58.147+0000,New Feature,dcreager,2011-01-24T16:09:18.533+0000,2011-02-15T15:40:43.642+0000,0,AVRO,dcreager,3,AVRO-744,394,60,0,Fixed,2602.276686
Closed,Major,2016-02-01T14:55:53.778+0000,New Feature,hammer,2011-01-20T01:30:50.233+0000,2014-09-17T13:14:13.245+0000,8,AVRO,dk-apache,56,AVRO-739,NA,24,29,Fixed,814.677431
Closed,Major,2011-03-12T00:32:53.683+0000,New Feature,cbradford,2011-01-10T04:30:40.290+0000,2011-02-19T00:40:26.704+0000,0,AVRO,cbradford,10,AVRO-730,246,73,1,Fixed,2602.276738
Closed,Major,2011-03-12T00:32:46.269+0000,New Feature,dcreager,2011-01-08T19:34:20.369+0000,2011-01-11T18:32:49.921+0000,0,AVRO,dcreager,3,AVRO-729,553,24,1,Fixed,2602.276824
Closed,Minor,2011-03-12T00:32:50.871+0000,New Feature,dcreager,2011-01-04T23:10:35.716+0000,2011-01-11T14:34:07.706+0000,0,AVRO,dcreager,6,AVRO-725,307,34,0,Fixed,2602.27677
Open,Major,2010-12-29T18:08:10.127+0000,New Feature,hammer,2010-12-29T09:00:29.358+0000,NA,0,AVRO,NA,3,AVRO-721,115,66,3,NA,2674.924241
Open,Major,2012-12-13T21:12:48.848+0000,New Feature,cutting,2010-12-15T20:42:08.000+0000,NA,0,AVRO,NA,7,AVRO-712,120,27,6,NA,2688.436989
Patch Available,Minor,2011-07-05T17:24:11.924+0000,New Feature,urandom,2010-11-30T21:34:10.379+0000,NA,0,AVRO,urandom,4,AVRO-703,83,27,1,NA,2703.396884
Resolved,Major,2016-02-04T22:53:42.656+0000,New Feature,mcherri,2010-11-15T16:01:16.143+0000,2016-02-03T19:18:26.046+0000,4,AVRO,rdblue,33,AVRO-695,1053,23,10,Fixed,812.4951094
Closed,Major,2011-03-12T00:32:56.138+0000,New Feature,cutting,2010-11-04T16:37:07.221+0000,2010-12-09T19:47:55.862+0000,0,AVRO,cutting,5,AVRO-689,85,41,0,Fixed,2602.276709
Closed,Major,2011-03-12T00:32:56.292+0000,New Feature,cutting,2010-11-01T16:46:12.807+0000,2010-12-14T23:46:00.174+0000,0,AVRO,cutting,4,AVRO-687,182,47,0,Fixed,2602.276708
Closed,Major,2011-03-12T00:32:53.529+0000,New Feature,plinehan,2010-10-25T19:55:27.654+0000,2010-11-22T21:18:29.278+0000,0,AVRO,plinehan,6,AVRO-684,636,61,0,Fixed,2602.27674
Closed,Minor,2011-05-06T19:18:37.564+0000,New Feature,stuhood,2010-10-10T20:48:51.211+0000,2011-04-22T18:20:54.070+0000,0,AVRO,NA,10,AVRO-679,509,29,2,Incomplete,2546.49498
Closed,Trivial,2011-12-13T19:08:35.118+0000,New Feature,dln,2010-09-25T12:29:29.092+0000,2010-09-30T17:45:17.116+0000,1,AVRO,dln,3,AVRO-674,160,32,1,Fixed,2602.27682
Patch Available,Major,2015-06-24T10:41:44.325+0000,New Feature,rbodkin,2010-09-20T23:05:13.962+0000,NA,2,AVRO,NA,9,AVRO-672,857,36,4,NA,2774.312093
Closed,Major,2010-10-14T19:06:52.536+0000,New Feature,cutting,2010-09-08T17:52:50.386+0000,2010-09-17T22:25:54.937+0000,0,AVRO,cutting,4,AVRO-662,357,57,0,Fixed,2750.50314
Open,Major,2011-12-13T19:06:45.161+0000,New Feature,hammer,2010-09-08T06:49:46.071+0000,NA,0,AVRO,NA,8,AVRO-659,616,67,1,NA,2787.01502
Open,Major,2011-12-13T19:06:53.940+0000,New Feature,hammer,2010-09-08T06:43:59.285+0000,NA,1,AVRO,NA,0,AVRO-658,197,34,3,NA,2787.019034
Open,Major,2010-09-02T18:10:02.417+0000,New Feature,cwsteinbach,2010-09-02T01:34:39.546+0000,NA,0,AVRO,NA,1,AVRO-651,711,41,4,NA,2793.233846
Closed,Major,2012-07-02T00:15:04.391+0000,New Feature,cutting,2010-08-27T21:39:00.024+0000,2010-09-17T22:03:23.754+0000,1,AVRO,cutting,16,AVRO-641,222,28,6,Fixed,2750.503158
Closed,Major,2012-03-27T06:29:15.614+0000,New Feature,cutting,2010-08-27T18:29:33.051+0000,2011-01-04T21:52:37.920+0000,0,AVRO,cutting,1,AVRO-638,393,50,3,Fixed,2602.27679
Closed,Major,2010-12-28T21:10:19.165+0000,New Feature,cutting,2010-08-27T17:52:39.444+0000,2010-09-01T03:24:36.994+0000,1,AVRO,cutting,21,AVRO-637,537,40,1,Fixed,2786.418852
Closed,Major,2010-09-08T21:08:13.585+0000,New Feature,grzm,2010-08-25T19:10:50.850+0000,2010-08-30T16:52:57.184+0000,0,AVRO,grzm,13,AVRO-627,358,20,3,Fixed,2786.418868
Open,Major,2014-01-10T18:19:25.676+0000,New Feature,cutting,2010-08-24T19:39:23.387+0000,NA,0,AVRO,cutting,10,AVRO-625,243,34,12,NA,2801.480561
Closed,Major,2010-09-08T21:08:10.414+0000,New Feature,pwendell,2010-08-16T19:14:00.513+0000,2010-08-17T19:37:17.908+0000,0,AVRO,pwendell,2,AVRO-616,228,38,0,Fixed,2786.418905
Closed,Major,2010-09-08T21:08:04.076+0000,New Feature,pwendell,2010-08-12T18:28:22.928+0000,2010-08-18T21:29:43.619+0000,0,AVRO,cutting,3,AVRO-611,57,26,0,Fixed,2786.418979
Closed,Major,2010-09-08T21:08:00.816+0000,New Feature,cutting,2010-07-22T20:21:50.916+0000,2010-08-17T19:11:42.815+0000,0,AVRO,cutting,9,AVRO-600,673,43,3,Fixed,2786.419016
Closed,Major,2012-06-11T20:01:35.189+0000,New Feature,sseverance,2010-07-07T18:16:26.467+0000,2012-04-13T19:03:45.394+0000,8,AVRO,gwu,29,AVRO-593,124,49,17,Fixed,2144.465146
Open,Major,2010-08-25T19:31:01.715+0000,New Feature,scott_carey,2010-07-06T18:09:12.652+0000,NA,2,AVRO,scott_carey,5,AVRO-592,360,49,12,NA,2850.543185
Closed,Major,2011-08-12T20:23:46.575+0000,New Feature,cutting,2010-06-24T16:08:13.191+0000,2011-06-29T22:03:17.738+0000,0,AVRO,NA,3,AVRO-585,178,21,6,Duplicate,2448.449737
Closed,Major,2010-09-08T21:07:55.269+0000,New Feature,cutting,2010-06-17T17:40:08.011+0000,2010-07-21T21:20:51.505+0000,1,AVRO,cutting,9,AVRO-581,591,73,1,Fixed,2786.419081
Closed,Major,2010-09-08T21:07:54.911+0000,New Feature,cutting,2010-06-17T17:28:55.543+0000,2010-07-21T21:16:59.182+0000,0,AVRO,cutting,5,AVRO-580,203,41,1,Fixed,2786.419085
Closed,Major,2010-09-08T21:07:54.102+0000,New Feature,tomwhite,2010-06-14T20:39:53.687+0000,2010-06-15T21:51:15.237+0000,0,AVRO,tomwhite,4,AVRO-577,295,37,1,Fixed,2786.419094
Open,Major,2011-12-13T19:06:51.708+0000,New Feature,pwendell,2010-06-14T20:22:19.661+0000,NA,0,AVRO,pwendell,0,AVRO-576,259,44,6,NA,2872.450743
Open,Major,2011-07-06T00:54:44.477+0000,New Feature,hammer,2010-06-10T02:50:50.908+0000,NA,0,AVRO,NA,8,AVRO-572,197,81,1,NA,2877.180937
Closed,Critical,2016-02-01T14:56:03.121+0000,New Feature,cutting,2010-06-08T17:16:02.121+0000,2014-10-07T14:05:26.088+0000,1,AVRO,jeremy@lewi.us,48,AVRO-570,119,44,9,Fixed,814.6773229
Open,Major,2010-06-07T23:58:49.571+0000,New Feature,hammer,2010-06-07T23:58:49.571+0000,NA,0,AVRO,NA,0,AVRO-569,157,54,2,NA,2879.300397
Open,Major,2011-07-05T17:24:12.335+0000,New Feature,hammer,2010-06-07T23:41:48.178+0000,NA,0,AVRO,NA,2,AVRO-568,NA,60,2,NA,2879.312218
Closed,Major,2010-09-08T21:07:52.998+0000,New Feature,cutting,2010-06-07T22:08:55.172+0000,2010-06-18T19:06:59.111+0000,0,AVRO,pwendell,12,AVRO-567,105,41,4,Fixed,2786.419107
Closed,Major,2011-03-12T00:32:53.951+0000,New Feature,brucem,2010-05-23T09:04:12.822+0000,2011-01-11T15:06:59.160+0000,0,AVRO,dcreager,4,AVRO-549,88,54,1,Fixed,2602.276735
Open,Major,2011-12-13T19:08:34.155+0000,New Feature,hammer,2010-05-19T20:24:18.398+0000,NA,1,AVRO,NA,0,AVRO-547,NA,68,3,NA,2898.449368
Closed,Major,2010-09-08T21:07:51.649+0000,New Feature,hammer,2010-05-18T02:32:18.470+0000,2010-07-19T22:11:00.285+0000,0,AVRO,hammer,21,AVRO-544,152,70,1,Fixed,2786.419122
Closed,Minor,2010-09-08T21:07:47.924+0000,New Feature,urandom,2010-05-13T21:01:47.597+0000,2010-05-13T21:56:53.039+0000,0,AVRO,urandom,3,AVRO-540,565,28,0,Fixed,2786.419166
Closed,Major,2011-12-13T19:06:45.694+0000,New Feature,hammer,2010-05-11T17:17:21.030+0000,2011-06-16T09:35:35.971+0000,2,AVRO,jbaldassari,32,AVRO-539,NA,91,3,Fixed,2448.450619
Closed,Trivial,2010-09-08T21:07:47.489+0000,New Feature,qwertymaniac,2010-04-30T12:31:01.686+0000,2010-08-23T19:19:55.184+0000,0,AVRO,qwertymaniac,10,AVRO-534,1001,79,2,Fixed,2786.41917
Closed,Major,2011-05-17T12:35:27.560+0000,New Feature,hammer,2010-04-29T07:36:12.732+0000,2011-03-31T21:22:56.214+0000,9,AVRO,dona,58,AVRO-533,NA,27,11,Fixed,2546.498186
Closed,Major,2010-12-29T09:00:53.476+0000,New Feature,esteve,2010-04-25T16:30:08.285+0000,2010-08-26T21:17:31.663+0000,7,AVRO,esteve,13,AVRO-528,213,23,2,Fixed,2786.419175
Open,Major,2017-12-22T07:49:20.121+0000,New Feature,jplevyak,2010-04-17T18:17:23.146+0000,NA,4,AVRO,NA,7,AVRO-519,1888,40,5,NA,2930.537508
Closed,Major,2011-06-29T22:05:19.168+0000,New Feature,cutting,2010-04-06T18:23:19.436+0000,2010-06-15T18:22:12.366+0000,0,AVRO,cutting,10,AVRO-512,342,49,8,Fixed,2786.419196
Closed,Major,2010-09-11T01:44:05.704+0000,New Feature,cutting,2010-03-30T21:43:51.837+0000,2010-04-01T18:46:09.694+0000,0,AVRO,cutting,12,AVRO-493,76,38,8,Fixed,2786.41924
Open,Major,2010-03-13T22:01:48.028+0000,New Feature,kimballa,2010-03-12T03:57:55.021+0000,NA,0,AVRO,NA,2,AVRO-459,189,50,5,NA,2967.134361
Closed,Major,2012-02-15T00:49:22.510+0000,New Feature,cutting,2010-03-10T19:21:10.431+0000,2012-01-24T16:07:07.864+0000,0,AVRO,NA,6,AVRO-458,113,61,6,Duplicate,2262.265293
Patch Available,Major,2016-01-28T17:01:39.832+0000,New Feature,cutting,2010-03-10T19:17:43.153+0000,NA,4,AVRO,NA,21,AVRO-457,113,61,15,NA,1339.333493
Closed,Major,2012-02-15T00:49:23.880+0000,New Feature,cutting,2010-03-10T19:10:51.920+0000,2012-01-24T16:08:03.071+0000,0,AVRO,pwendell,2,AVRO-456,115,62,4,Duplicate,2262.265277
Closed,Major,2010-04-01T16:50:44.930+0000,New Feature,brucem,2010-03-04T05:39:15.435+0000,2010-03-15T22:06:08.066+0000,0,AVRO,brucem,8,AVRO-449,320,35,1,Fixed,2946.597672
Closed,Major,2010-03-22T23:19:16.547+0000,New Feature,brucem,2010-03-02T18:00:43.590+0000,2010-03-04T02:17:01.180+0000,0,AVRO,brucem,3,AVRO-445,606,80,0,Fixed,2956.327862
Open,Minor,2018-03-14T16:42:30.229+0000,New Feature,jbellis,2010-03-01T19:40:02.712+0000,NA,0,AVRO,NA,7,AVRO-435,114,22,4,NA,2977.480106
Closed,Major,2010-03-22T23:19:15.838+0000,New Feature,cutting,2010-02-26T00:12:47.943+0000,2010-03-03T23:29:17.511+0000,0,AVRO,cutting,5,AVRO-432,523,51,1,Fixed,2956.32787
Closed,Major,2010-03-01T17:09:24.862+0000,New Feature,scott_carey,2010-02-12T18:08:58.137+0000,2010-02-19T23:17:11.248+0000,0,AVRO,scott_carey,8,AVRO-414,281,71,1,Fixed,2977.58471
Open,Major,2015-10-28T21:05:15.475+0000,New Feature,tlipcon,2010-02-05T22:50:43.297+0000,NA,2,AVRO,NA,23,AVRO-406,235,27,27,NA,3001.347692
Closed,Major,2012-07-02T00:11:49.393+0000,New Feature,tlipcon,2010-02-05T22:45:53.288+0000,2010-07-01T21:26:55.139+0000,1,AVRO,coolwhy,28,AVRO-405,610,27,11,Fixed,2786.419259
Open,Major,2010-02-06T05:12:38.379+0000,New Feature,tlipcon,2010-02-05T22:39:48.822+0000,NA,0,AVRO,NA,2,AVRO-404,549,47,4,NA,3001.355267
Closed,Major,2010-03-01T17:09:24.349+0000,New Feature,massie,2010-02-04T21:35:57.101+0000,2010-02-04T21:42:52.648+0000,0,AVRO,massie,1,AVRO-402,132,66,0,Fixed,2977.584716
Closed,Minor,2011-12-13T19:06:50.222+0000,New Feature,jmhodges,2010-02-03T23:25:47.316+0000,2010-02-04T00:26:20.740+0000,0,AVRO,jmhodges,4,AVRO-393,230,35,1,Fixed,2977.584727
Open,Minor,2010-11-23T05:46:34.017+0000,New Feature,jrideout,2010-01-22T08:07:23.936+0000,NA,1,AVRO,NA,9,AVRO-366,66,16,2,NA,3015.96111
Closed,Major,2010-03-01T17:09:20.199+0000,New Feature,massie,2010-01-18T05:07:25.671+0000,2010-01-18T05:35:29.199+0000,0,AVRO,massie,1,AVRO-346,370,49,1,Fixed,2977.584765
Closed,Major,2011-12-13T19:10:02.802+0000,New Feature,hammer,2010-01-14T01:34:51.746+0000,2010-01-14T17:07:01.208+0000,0,AVRO,cutting,1,AVRO-326,NA,42,0,Fixed,2977.584776
Closed,Major,2010-03-01T17:09:19.158+0000,New Feature,hammer,2010-01-14T01:30:56.220+0000,2010-02-18T19:26:02.517+0000,0,AVRO,NA,1,AVRO-325,NA,28,0,Fixed,2977.584777
Closed,Major,2010-03-01T21:47:26.557+0000,New Feature,hammer,2010-01-13T23:58:48.369+0000,2010-02-02T21:39:03.570+0000,0,AVRO,cutting,10,AVRO-323,NA,43,2,Won't Fix,2977.391635
Closed,Major,2010-03-01T17:09:18.968+0000,New Feature,hammer,2010-01-13T22:30:13.326+0000,2010-02-04T08:17:15.194+0000,0,AVRO,hammer,4,AVRO-322,NA,82,1,Fixed,2977.584779
Closed,Major,2011-12-13T19:10:03.860+0000,New Feature,hammer,2010-01-11T22:54:41.987+0000,2010-01-11T23:09:59.719+0000,0,AVRO,cutting,1,AVRO-307,87,22,0,Fixed,2977.584785
Resolved,Major,2014-07-24T08:39:49.847+0000,New Feature,tlipcon,2010-01-11T01:56:55.663+0000,2014-07-24T08:39:49.812+0000,0,AVRO,tlipcon,3,AVRO-305,143,24,4,Incomplete,1371.938588
Closed,Major,2010-03-01T21:47:26.465+0000,New Feature,hammer,2010-01-10T00:01:48.410+0000,2010-01-10T00:09:13.997+0000,0,AVRO,hammer,1,AVRO-302,NA,73,0,Duplicate,2977.391636
Closed,Major,2012-09-25T21:24:32.264+0000,New Feature,hammer,2010-01-10T00:01:20.971+0000,2012-03-16T17:09:14.895+0000,0,AVRO,marciosilva,12,AVRO-301,NA,73,1,Fixed,2038.407542
Closed,Major,2012-06-11T20:01:34.045+0000,New Feature,hammer,2010-01-09T23:57:01.878+0000,2012-03-16T17:09:28.203+0000,0,AVRO,marciosilva,7,AVRO-300,135,55,2,Fixed,2144.465159
Closed,Minor,2011-05-06T19:14:02.039+0000,New Feature,philip,2010-01-08T02:05:24.654+0000,2011-03-31T22:25:34.251+0000,1,AVRO,cutting,4,AVRO-296,77,48,2,Fixed,2546.498169
Open,Major,2010-01-04T23:00:17.945+0000,New Feature,cutting,2010-01-04T23:00:17.945+0000,NA,0,AVRO,NA,0,AVRO-286,247,15,3,NA,3033.341041
Closed,Major,2010-09-08T21:07:38.509+0000,New Feature,cutting,2010-01-04T22:00:21.441+0000,2010-05-13T23:02:57.044+0000,0,AVRO,cutting,12,AVRO-285,136,21,3,Fixed,2786.419275
Closed,Minor,2011-12-13T19:06:43.686+0000,New Feature,philip,2009-12-31T23:35:31.508+0000,2010-01-08T18:54:31.250+0000,0,AVRO,philip,4,AVRO-279,142,42,1,Fixed,2977.584797
Closed,Minor,2010-03-01T17:09:14.492+0000,New Feature,philip,2009-12-31T18:29:57.111+0000,2010-01-08T18:54:08.565+0000,0,AVRO,philip,4,AVRO-275,55,40,1,Fixed,2977.584831
Closed,Major,2010-03-01T17:09:14.453+0000,New Feature,cutting,2009-12-31T17:34:03.705+0000,2010-01-13T22:07:06.497+0000,0,AVRO,cutting,3,AVRO-274,129,41,2,Fixed,2977.584831
Closed,Minor,2010-03-01T17:09:14.419+0000,New Feature,philip,2009-12-31T01:33:30.962+0000,2010-01-08T18:53:53.306+0000,0,AVRO,philip,5,AVRO-273,254,68,1,Fixed,2977.584832
Closed,Major,2010-03-01T17:09:14.383+0000,New Feature,philip,2009-12-30T20:40:34.189+0000,2009-12-31T18:51:22.249+0000,0,AVRO,philip,2,AVRO-272,139,46,1,Fixed,2977.584832
Closed,Major,2010-03-01T17:09:14.341+0000,New Feature,philip,2009-12-30T20:23:32.143+0000,2010-01-05T18:55:45.560+0000,0,AVRO,philip,6,AVRO-271,344,67,1,Fixed,2977.584832
Open,Major,2010-01-04T05:06:12.392+0000,New Feature,philip,2009-12-30T19:37:49.673+0000,NA,0,AVRO,philip,2,AVRO-270,281,61,1,NA,3038.481646
Closed,Major,2010-03-01T17:09:14.202+0000,New Feature,philip,2009-12-29T21:01:53.874+0000,2009-12-31T21:55:57.234+0000,0,AVRO,philip,7,AVRO-267,277,72,1,Fixed,2977.584834
Closed,Minor,2010-03-01T17:09:13.924+0000,New Feature,kevinoliver,2009-12-18T19:01:20.116+0000,2010-02-09T03:40:56.632+0000,0,AVRO,thiru_mg,20,AVRO-261,264,29,2,Fixed,2977.584837
Closed,Major,2010-03-01T17:09:13.788+0000,New Feature,tlipcon,2009-12-18T08:40:08.208+0000,2009-12-31T20:22:39.663+0000,0,AVRO,tlipcon,20,AVRO-258,219,44,5,Fixed,2977.584839
Closed,Major,2011-12-13T19:10:04.401+0000,New Feature,hammer,2009-12-14T07:13:58.054+0000,2010-01-04T15:58:14.741+0000,0,AVRO,hammer,3,AVRO-254,207,30,0,Won't Fix,2977.391638
Patch Available,Major,2014-09-05T17:09:41.992+0000,New Feature,cutting,2009-12-11T00:53:49.755+0000,NA,0,AVRO,cutting,20,AVRO-251,67,22,11,NA,3057.309132
Closed,Major,2010-03-01T17:09:12.950+0000,New Feature,cutting,2009-12-08T23:00:14.664+0000,2009-12-10T22:07:35.405+0000,0,AVRO,cutting,3,AVRO-250,323,85,0,Fixed,2977.584849
Open,Major,2010-09-16T00:27:25.573+0000,New Feature,cutting,2009-12-01T19:35:30.014+0000,NA,2,AVRO,NA,15,AVRO-248,1668,24,7,NA,3067.483262
Closed,Minor,2010-03-01T17:09:12.607+0000,New Feature,philip,2009-12-01T04:49:28.817+0000,2009-12-30T23:43:58.978+0000,0,AVRO,philip,24,AVRO-245,91,68,1,Fixed,2977.584853
Closed,Major,2010-03-01T17:09:12.330+0000,New Feature,cutting,2009-11-25T22:51:25.581+0000,2009-12-03T21:33:05.175+0000,0,AVRO,cutting,7,AVRO-242,193,35,1,Fixed,2977.584856
Open,Major,2009-11-25T06:20:15.132+0000,New Feature,hammer,2009-11-25T06:20:15.132+0000,NA,0,AVRO,NA,0,AVRO-239,140,34,3,NA,3074.035518
Resolved,Major,2015-09-22T20:14:34.130+0000,New Feature,massie,2009-11-20T07:53:49.092+0000,2015-09-22T20:14:34.102+0000,0,AVRO,massie,8,AVRO-230,1036,47,3,Won't Fix,946.4561311
Open,Minor,2011-12-06T16:44:16.060+0000,New Feature,justinsb,2009-11-13T19:34:57.952+0000,NA,3,AVRO,NA,4,AVRO-196,866,31,2,NA,3085.483633
Open,Major,2010-06-22T16:14:18.128+0000,New Feature,cutting,2009-11-05T20:33:03.719+0000,NA,0,AVRO,johnyu0520,4,AVRO-183,107,95,0,NA,3093.443289
Closed,Minor,2011-12-13T19:06:47.245+0000,New Feature,philip,2009-10-28T01:11:28.067+0000,2010-03-10T18:47:40.905+0000,0,AVRO,cutting,2,AVRO-173,78,27,0,Fixed,2946.597735
Closed,Major,2010-03-01T17:09:02.825+0000,New Feature,hammer,2009-10-20T20:12:56.692+0000,2009-11-07T00:56:33.113+0000,0,AVRO,cutting,6,AVRO-158,68,34,1,Fixed,2977.584966
Closed,Major,2011-12-13T19:06:52.776+0000,New Feature,philip,2009-10-16T06:17:34.729+0000,2009-11-20T04:39:47.995+0000,0,AVRO,philip,7,AVRO-154,366,38,1,Fixed,2977.584969
Closed,Major,2011-12-13T19:06:52.439+0000,New Feature,philip,2009-10-16T03:00:34.741+0000,2010-01-08T19:50:19.663+0000,0,AVRO,philip,16,AVRO-152,151,70,1,Fixed,2977.584969
Closed,Major,2010-03-01T17:09:02.457+0000,New Feature,massie,2009-10-15T23:35:56.666+0000,2009-10-15T23:44:43.197+0000,0,AVRO,massie,7,AVRO-151,1438,34,0,Fixed,2977.58497
Closed,Major,2010-03-01T17:09:02.370+0000,New Feature,philip,2009-10-15T05:42:37.899+0000,2009-10-27T23:59:03.210+0000,0,AVRO,philip,18,AVRO-149,178,60,1,Fixed,2977.584971
Closed,Major,2011-12-13T19:08:34.553+0000,New Feature,philip,2009-10-14T00:11:59.496+0000,2009-10-22T22:24:49.443+0000,0,AVRO,philip,13,AVRO-146,1012,44,1,Fixed,2977.584976
Closed,Major,2009-10-14T18:53:06.210+0000,New Feature,cutting,2009-10-08T20:33:46.435+0000,2009-10-09T20:53:07.055+0000,0,AVRO,cutting,2,AVRO-139,190,42,1,Fixed,3115.512704
Closed,Blocker,2010-03-01T17:10:27.938+0000,New Feature,cutting,2009-10-05T21:50:03.066+0000,2010-01-22T01:30:13.370+0000,0,AVRO,philip,27,AVRO-135,71,29,8,Fixed,2977.583981
Closed,Major,2009-10-14T18:53:05.646+0000,New Feature,cutting,2009-09-29T21:10:49.573+0000,2009-09-30T20:53:08.598+0000,0,AVRO,cutting,2,AVRO-129,45,26,2,Fixed,3115.512711
Closed,Major,2011-12-13T19:06:46.167+0000,New Feature,yangyangyyy,2009-09-28T16:41:55.933+0000,2009-09-29T00:23:03.129+0000,0,AVRO,NA,4,AVRO-127,357,62,2,Fixed,3109.543916
Closed,Major,2009-09-16T22:31:46.689+0000,New Feature,cutting,2009-08-28T16:46:10.390+0000,2009-09-03T21:20:17.005+0000,0,AVRO,cutting,4,AVRO-109,256,40,0,Fixed,3143.360847
Closed,Major,2009-09-16T22:31:46.662+0000,New Feature,cutting,2009-08-28T16:36:37.969+0000,2009-08-31T18:05:37.990+0000,0,AVRO,cutting,5,AVRO-108,457,21,2,Fixed,3143.360847
Open,Major,2009-09-23T23:01:35.426+0000,New Feature,ravidotg,2009-08-20T08:40:41.130+0000,NA,1,AVRO,ravidotg,10,AVRO-105,138,81,0,NA,3170.937995
Closed,Major,2009-10-14T18:53:04.594+0000,New Feature,ehillenius,2009-08-19T04:34:27.849+0000,2009-09-30T21:54:23.098+0000,0,AVRO,cutting,4,AVRO-103,375,79,0,Fixed,3115.512723
Closed,Major,2009-09-16T22:31:46.168+0000,New Feature,cutting,2009-08-14T19:47:30.048+0000,2009-08-28T16:31:38.397+0000,0,AVRO,cutting,2,AVRO-92,95,34,1,Fixed,3143.360853
Open,Major,2015-01-08T19:57:33.496+0000,New Feature,cutting,2009-08-14T19:45:47.474+0000,NA,1,AVRO,ravidotg,8,AVRO-91,93,53,8,NA,3176.476116
Closed,Major,2009-07-14T22:50:14.330+0000,New Feature,gmporter,2009-06-30T19:41:19.138+0000,2009-07-01T21:02:34.595+0000,0,AVRO,gmporter,16,AVRO-66,141,55,2,Fixed,3207.348027
Closed,Major,2009-09-04T16:43:14.351+0000,New Feature,cutting,2009-06-29T16:48:14.747+0000,2009-07-15T18:36:32.929+0000,0,AVRO,NA,4,AVRO-65,80,38,2,Duplicate,3155.602888
Closed,Major,2009-07-14T22:50:14.154+0000,New Feature,massie,2009-06-20T02:42:05.327+0000,2009-06-23T20:18:10.366+0000,0,AVRO,massie,13,AVRO-58,346,17,2,Fixed,3207.348029
Closed,Major,2009-09-16T22:31:44.807+0000,New Feature,philip,2009-06-13T16:56:07.895+0000,2009-07-22T20:21:18.971+0000,1,AVRO,cutting,23,AVRO-50,745,45,3,Fixed,3143.360869
Closed,Minor,2009-07-14T22:50:10.110+0000,New Feature,sbanacho,2009-06-01T23:27:22.143+0000,2009-06-03T00:01:36.711+0000,0,AVRO,sbanacho,7,AVRO-42,979,8,1,Fixed,3207.348076
Closed,Major,2009-09-16T22:31:44.723+0000,New Feature,cutting,2009-06-01T17:54:34.057+0000,2009-09-02T18:13:13.435+0000,0,AVRO,cutting,5,AVRO-41,99,58,2,Fixed,3143.36087
Closed,Major,2009-07-14T22:50:09.626+0000,New Feature,massie,2009-05-14T05:37:10.560+0000,2009-05-14T21:15:55.229+0000,1,AVRO,massie,7,AVRO-33,86,39,2,Fixed,3207.348082
Closed,Major,2009-07-14T23:04:48.110+0000,New Feature,massie,2009-05-06T20:11:33.942+0000,2009-06-23T20:02:38.061+0000,0,AVRO,NA,20,AVRO-27,3049,88,2,Later,3207.337914
Open,Major,2010-03-10T19:15:56.134+0000,New Feature,cutting,2009-04-24T21:04:35.881+0000,NA,0,AVRO,NA,0,AVRO-20,116,33,2,NA,3288.421389
Closed,Major,2009-07-14T23:15:35.609+0000,New Feature,cutting,2009-04-24T20:53:44.172+0000,2009-07-14T23:07:57.458+0000,0,AVRO,cutting,2,AVRO-19,85,24,0,Fixed,3207.33042
Closed,Major,2009-07-14T22:50:09.009+0000,New Feature,cutting,2009-04-24T20:04:03.934+0000,2009-05-19T23:37:19.126+0000,0,AVRO,cutting,10,AVRO-18,39,13,0,Fixed,3207.348089
